id,timestamp,temperature,pressure,jerk_value,latitude,longitude,rssi
508,2025-04-25 10:37:49,31.12,1005.4,3.05,0.0,0.0,-38
509,2025-04-25 10:37:51,31.06,1005.41,0.0,0.0,0.0,-38
510,2025-04-25 10:37:53,31.06,1005.39,0.0,0.0,0.0,-39
511,2025-04-25 10:37:55,31.06,1005.39,0.0,0.0,0.0,-39
512,2025-04-25 10:37:57,31.06,1005.39,0.0,0.0,0.0,-38
513,2025-04-25 10:38:00,31.0,1005.42,1.66,0.0,0.0,-44
514,2025-04-25 10:38:02,31.0,1005.42,1.66,0.0,0.0,-44
515,2025-04-25 10:38:04,31.0,1005.41,2.57,0.0,0.0,-56
516,2025-04-25 10:38:06,31.5,1005.42,0.0,0.0,0.0,-50
517,2025-04-25 10:38:08,31.5,1005.42,0.0,0.0,0.0,-50
518,2025-04-25 10:38:11,32.25,1005.41,2.56,0.0,0.0,-53
519,2025-04-25 10:38:13,32.75,1005.39,3.18,0.0,0.0,-55
520,2025-04-25 10:38:15,33.13,1005.41,2.63,0.0,0.0,-57
521,2025-04-25 10:38:17,33.13,1005.41,2.63,0.0,0.0,-57
522,2025-04-25 10:38:20,33.44,1005.4,0.0,0.0,0.0,-45
523,2025-04-25 10:38:22,33.69,1005.42,0.0,0.0,0.0,-37
524,2025-04-25 10:38:24,33.81,1005.4,2.04,0.0,0.0,-36
525,2025-04-25 10:38:26,33.81,1005.4,2.04,0.0,0.0,-36
526,2025-04-25 10:38:29,33.75,1005.41,2.44,0.0,0.0,-36
527,2025-04-25 10:38:31,33.63,1005.42,1.71,0.0,0.0,-37
528,2025-04-25 10:38:33,33.63,1005.42,1.71,0.0,0.0,-37
529,2025-04-25 10:38:36,33.63,1005.42,1.71,0.0,0.0,-37
530,2025-04-25 10:38:38,33.44,1005.4,7.07,0.0,0.0,-37
531,2025-04-25 10:38:40,33.31,1005.4,2.59,0.0,0.0,-38
532,2025-04-25 10:38:42,33.31,1005.4,2.59,0.0,0.0,-38
533,2025-04-25 10:38:45,33.19,1005.41,2.52,0.0,0.0,-38
534,2025-04-25 10:38:47,33.13,1005.4,9.29,0.0,0.0,-38
535,2025-04-25 10:38:49,33.06,1005.39,8.11,0.0,0.0,-37
536,2025-04-25 10:38:52,33.06,1005.39,8.11,0.0,0.0,-37
537,2025-04-25 10:38:54,32.94,1005.4,0.0,0.0,0.0,-38
538,2025-04-25 10:38:56,32.88,1005.4,0.0,0.0,0.0,-38
539,2025-04-25 10:38:59,32.75,1005.39,2.11,0.0,0.0,-38
540,2025-04-25 10:39:01,32.75,1005.39,2.11,0.0,0.0,-38
541,2025-04-25 10:39:03,32.69,1005.39,2.49,0.0,0.0,-38
542,2025-04-25 10:39:05,32.63,1005.37,0.0,0.0,0.0,-38
543,2025-04-25 10:39:07,32.63,1005.37,0.0,0.0,0.0,-38
544,2025-04-25 10:39:09,32.63,1005.37,0.0,0.0,0.0,-38
545,2025-04-25 10:39:11,32.5,1005.35,0.0,0.0,0.0,-38
546,2025-04-25 10:39:14,32.5,1005.35,0.0,0.0,0.0,-38
547,2025-04-25 10:39:16,32.44,1005.4,0.0,0.0,0.0,-39
548,2025-04-25 10:39:18,32.38,1005.43,0.0,0.0,0.0,-38
549,2025-04-25 10:39:20,32.38,1005.43,0.0,0.0,0.0,-38
550,2025-04-25 10:39:22,32.38,1005.36,0.0,0.0,0.0,-39
551,2025-04-25 10:39:24,32.25,1005.38,0.0,0.0,0.0,-39
552,2025-04-25 10:39:26,32.25,1005.38,0.0,0.0,0.0,-39
553,2025-04-25 10:39:28,32.25,1005.37,0.0,0.0,0.0,-38
554,2025-04-25 10:39:30,32.19,1005.23,0.0,0.0,0.0,-38
555,2025-04-25 10:39:33,32.19,1005.23,0.0,0.0,0.0,-38
556,2025-04-25 10:39:35,32.13,1005.39,0.0,0.0,0.0,-38
557,2025-04-25 10:39:37,32.06,1005.37,0.0,0.0,0.0,-38
558,2025-04-25 10:39:39,32.06,1005.39,0.0,0.0,0.0,-38
559,2025-04-25 10:39:41,32.06,1005.39,0.0,0.0,0.0,-38
560,2025-04-25 10:39:43,32.0,1005.4,0.0,0.0,0.0,-38
561,2025-04-25 10:39:46,31.94,1005.39,0.0,0.0,0.0,-38
562,2025-04-25 10:39:48,31.94,1005.39,0.0,0.0,0.0,-38
563,2025-04-25 10:39:50,31.94,1005.37,0.0,0.0,0.0,-39
564,2025-04-25 10:39:52,31.87,1005.34,0.0,0.0,0.0,-37
565,2025-04-25 10:39:54,31.87,1005.34,0.0,0.0,0.0,-37
566,2025-04-25 10:39:56,31.81,1005.35,0.0,0.0,0.0,-38
567,2025-04-25 10:39:59,31.81,1005.37,0.0,0.0,0.0,-38
568,2025-04-25 10:40:01,31.75,1005.39,0.0,0.0,0.0,-38
569,2025-04-25 10:40:03,31.75,1005.39,0.0,0.0,0.0,-38
570,2025-04-25 10:40:05,31.69,1005.38,0.0,0.0,0.0,-38
571,2025-04-25 10:40:08,31.62,1005.39,0.0,0.0,0.0,-39
572,2025-04-25 10:40:10,31.62,1005.39,0.0,0.0,0.0,-39
573,2025-04-25 10:40:12,31.62,1005.41,0.0,0.0,0.0,-38
574,2025-04-25 10:40:14,31.56,1005.39,0.0,0.0,0.0,-38
575,2025-04-25 10:40:16,31.5,1005.38,0.0,0.0,0.0,-38
576,2025-04-25 10:40:18,31.5,1005.38,0.0,0.0,0.0,-38
577,2025-04-25 10:40:21,31.44,1005.32,0.0,0.0,0.0,-40
578,2025-04-25 10:40:23,31.37,1005.37,0.0,0.0,0.0,-42
579,2025-04-25 10:40:25,31.37,1005.37,0.0,0.0,0.0,-42
580,2025-04-25 10:40:27,31.31,1005.39,0.0,0.0,0.0,-42
581,2025-04-25 10:40:30,31.31,1005.42,0.0,0.0,0.0,-41
582,2025-04-25 10:40:32,31.31,1005.42,0.0,0.0,0.0,-41
583,2025-04-25 10:40:34,31.25,1005.4,0.0,0.0,0.0,-41
584,2025-04-25 10:40:36,31.19,1005.43,0.0,0.0,0.0,-41
585,2025-04-25 10:40:38,31.12,1005.41,0.0,0.0,0.0,-42
