id,timestamp,temperature,pressure,jerk_value,latitude,longitude,rssi
1,2025-04-23 10:41:32,26.94,1006.47,0.0,0.0,0.0,-44
2,2025-04-23 10:41:37,26.81,1006.44,0.0,0.0,0.0,-44
3,2025-04-23 10:41:42,26.75,1006.48,0.0,0.0,0.0,-44
4,2025-04-23 10:41:47,26.75,1006.45,0.0,0.0,0.0,-44
5,2025-04-23 10:41:52,26.75,1006.45,0.0,0.0,0.0,-47
6,2025-04-23 10:41:57,26.69,1006.47,3.03,0.0,0.0,-45
7,2025-04-23 10:42:02,26.69,1006.45,4.43,0.0,0.0,-45
8,2025-04-23 10:42:07,26.62,1006.47,3.19,0.0,0.0,-41
9,2025-04-23 10:42:13,26.62,1006.44,0.0,0.0,0.0,-42
10,2025-04-23 10:42:18,26.56,1006.45,0.0,0.0,0.0,-41
11,2025-04-23 10:42:23,26.56,1006.43,0.0,0.0,0.0,-41
12,2025-04-23 10:42:28,26.56,1006.47,0.0,0.0,0.0,-41
13,2025-04-23 10:42:33,26.5,1006.49,0.0,0.0,0.0,-41
14,2025-04-23 10:42:39,26.5,1006.5,0.0,0.0,0.0,-41
15,2025-04-23 10:42:44,26.5,1006.49,0.0,0.0,0.0,-41
16,2025-04-23 10:42:49,26.5,1006.48,0.0,0.0,0.0,-41
17,2025-04-23 10:42:54,26.5,1006.51,0.0,0.0,0.0,-41
18,2025-04-23 10:42:59,26.5,1006.49,0.0,0.0,0.0,-41
19,2025-04-23 10:43:04,26.44,1006.47,0.0,0.0,0.0,-41
20,2025-04-23 10:43:09,26.44,1006.48,0.0,0.0,0.0,-41
21,2025-04-23 10:43:14,26.44,1006.47,0.0,0.0,0.0,-40
22,2025-04-23 10:43:20,26.44,1006.48,0.0,0.0,0.0,-41
23,2025-04-23 10:43:25,26.37,1006.49,0.0,0.0,0.0,-40
24,2025-04-23 10:43:30,26.37,1006.5,0.0,0.0,0.0,-41
25,2025-04-23 10:43:35,26.37,1006.47,0.0,0.0,0.0,-41
26,2025-04-23 10:43:40,26.37,1006.47,0.0,0.0,0.0,-41
27,2025-04-23 10:43:45,26.37,1006.47,0.0,0.0,0.0,-40
28,2025-04-23 10:43:50,26.37,1006.46,0.0,0.0,0.0,-41
29,2025-04-23 10:43:55,26.31,1006.44,0.0,0.0,0.0,-41
30,2025-04-23 10:44:00,26.37,1006.47,0.0,0.0,0.0,-40
31,2025-04-23 10:44:06,26.37,1006.44,0.0,0.0,0.0,-41
32,2025-04-23 10:44:11,26.31,1006.45,0.0,0.0,0.0,-40
33,2025-04-23 10:44:16,26.31,1006.46,0.0,0.0,0.0,-40
34,2025-04-23 10:44:21,26.31,1006.5,0.0,0.0,0.0,-41
35,2025-04-23 10:44:26,26.31,1006.49,0.0,0.0,0.0,-41
36,2025-04-23 10:44:32,26.31,1006.46,0.0,0.0,0.0,-41
37,2025-04-23 10:44:37,26.31,1006.46,0.0,0.0,0.0,-40
38,2025-04-23 10:44:42,26.31,1006.44,0.0,0.0,0.0,-40
39,2025-04-23 10:44:47,26.31,1006.47,0.0,0.0,0.0,-40
40,2025-04-23 10:44:52,26.25,1006.45,0.0,0.0,0.0,-40
41,2025-04-23 10:44:57,26.31,1006.47,0.0,0.0,0.0,-41
42,2025-04-23 10:45:02,26.31,1006.48,0.0,0.0,0.0,-41
43,2025-04-23 10:45:07,26.31,1006.45,0.0,0.0,0.0,-41
44,2025-04-23 10:45:13,26.25,1006.47,0.0,0.0,0.0,-43
45,2025-04-23 10:45:18,26.25,1006.43,2.43,0.0,0.0,-44
46,2025-04-23 10:45:23,26.31,1006.44,1.56,0.0,0.0,-47
47,2025-04-23 10:45:30,26.31,1006.45,4.04,0.0,0.0,-43
